state,candidate,total_votes,party,Election Year
Alabama,John Kasich,108,Republican,2016
Alabama,Marco Rubio,596,Republican,2016
Alabama,Ted Cruz,658,Republican,2016
Alabama,Ben Carson,3379,Republican,2016
Alabama,Donald Trump,10517,Republican,2016
Alabama,John Kasich,1953,Republican,2016
Alabama,Marco Rubio,5570,Republican,2016
Alabama,Ted Cruz,4700,Republican,2016
Alabama,Ben Carson,2790,Republican,2016
Alabama,Donald Trump,10909,Republican,2016
Alabama,John Kasich,1109,Republican,2016
Alabama,Marco Rubio,4488,Republican,2016
Alabama,Ted Cruz,4828,Republican,2016
Alabama,Ben Carson,15,Republican,2016
Alabama,Donald Trump,192,Republican,2016
Alabama,John Kasich,2,Republican,2016
Alabama,Marco Rubio,33,Republican,2016
Alabama,Ted Cruz,123,Republican,2016
Alabama,Ben Carson,287,Republican,2016
Alabama,Donald Trump,1124,Republican,2016
Alabama,John Kasich,65,Republican,2016
Alabama,Marco Rubio,353,Republican,2016
Alabama,Ted Cruz,658,Republican,2016
Alabama,Ben Carson,698,Republican,2016
Alabama,Donald Trump,2493,Republican,2016
Alabama,John Kasich,172,Republican,2016
Alabama,Marco Rubio,798,Republican,2016
Alabama,Ted Cruz,1092,Republican,2016
Alabama,Ben Carson,426,Republican,2016
Alabama,Donald Trump,2352,Republican,2016
Alabama,John Kasich,133,Republican,2016
Alabama,Marco Rubio,584,Republican,2016
Alabama,Ted Cruz,942,Republican,2016
Alabama,Ben Carson,298,Republican,2016
Alabama,Donald Trump,1784,Republican,2016
Alabama,John Kasich,106,Republican,2016
Alabama,Marco Rubio,463,Republican,2016
Alabama,Ted Cruz,1016,Republican,2016
Alabama,Ben Carson,5005,Republican,2016
Alabama,Donald Trump,18260,Republican,2016
Alabama,John Kasich,2679,Republican,2016
Alabama,Marco Rubio,12213,Republican,2016
Alabama,Ted Cruz,14005,Republican,2016
Alabama,Ben Carson,2093,Republican,2016
Alabama,Donald Trump,8596,Republican,2016
Alabama,John Kasich,518,Republican,2016
Alabama,Marco Rubio,2586,Republican,2016
Alabama,Ted Cruz,5178,Republican,2016
Alabama,Ben Carson,21,Republican,2016
Alabama,Donald Trump,166,Republican,2016
Alabama,John Kasich,4,Republican,2016
Alabama,Marco Rubio,39,Republican,2016
Alabama,Ted Cruz,45,Republican,2016
Alabama,Ben Carson,1179,Republican,2016
Alabama,Donald Trump,6304,Republican,2016
Alabama,John Kasich,470,Republican,2016
Alabama,Marco Rubio,1676,Republican,2016
Alabama,Ted Cruz,2468,Republican,2016
Alabama,Ben Carson,1006,Republican,2016
Alabama,Donald Trump,4658,Republican,2016
Alabama,John Kasich,371,Republican,2016
Alabama,Marco Rubio,1289,Republican,2016
Alabama,Ted Cruz,1325,Republican,2016
Alabama,Ben Carson,3310,Republican,2016
Alabama,Donald Trump,11652,Republican,2016
Alabama,John Kasich,1381,Republican,2016
Alabama,Marco Rubio,6333,Republican,2016
Alabama,Ted Cruz,7789,Republican,2016
Alabama,Ben Carson,1369,Republican,2016
Alabama,Donald Trump,8394,Republican,2016
Alabama,John Kasich,362,Republican,2016
Alabama,Marco Rubio,1652,Republican,2016
Alabama,Ted Cruz,3106,Republican,2016
Alabama,Ben Carson,152,Republican,2016
Alabama,Donald Trump,1269,Republican,2016
Alabama,John Kasich,27,Republican,2016
Alabama,Marco Rubio,362,Republican,2016
Alabama,Ted Cruz,516,Republican,2016
Alabama,Ben Carson,44,Republican,2016
Alabama,Donald Trump,287,Republican,2016
Alabama,John Kasich,12,Republican,2016
Alabama,Marco Rubio,64,Republican,2016
Alabama,Ted Cruz,114,Republican,2016
Alabama,Ben Carson,539,Republican,2016
Alabama,Donald Trump,3352,Republican,2016
Alabama,John Kasich,163,Republican,2016
Alabama,Marco Rubio,708,Republican,2016
Alabama,Ted Cruz,1076,Republican,2016
Alaska,Bernie Sanders,9,Democrat,2016
Alaska,Hillary Clinton,3,Democrat,2016
Alaska,Bernie Sanders,8,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,9,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,10,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,5,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,9,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,8,Democrat,2016
Alaska,Hillary Clinton,1,Democrat,2016
Alaska,Bernie Sanders,12,Democrat,2016
Alaska,Hillary Clinton,3,Democrat,2016
Alaska,Bernie Sanders,10,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,14,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,8,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,5,Democrat,2016
Alaska,Hillary Clinton,1,Democrat,2016
Alaska,Bernie Sanders,12,Democrat,2016
Alaska,Hillary Clinton,6,Democrat,2016
Alaska,Bernie Sanders,12,Democrat,2016
Alaska,Hillary Clinton,6,Democrat,2016
Alaska,Bernie Sanders,11,Democrat,2016
Alaska,Hillary Clinton,3,Democrat,2016
Alaska,Bernie Sanders,13,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,10,Democrat,2016
Alaska,Hillary Clinton,5,Democrat,2016
Alaska,Bernie Sanders,11,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,10,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,13,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,14,Democrat,2016
Alaska,Hillary Clinton,5,Democrat,2016
Alaska,Bernie Sanders,8,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,7,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,7,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,16,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,13,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,21,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,14,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,14,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,10,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,11,Democrat,2016
Alaska,Hillary Clinton,3,Democrat,2016
Alaska,Bernie Sanders,17,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,13,Democrat,2016
Alaska,Hillary Clinton,4,Democrat,2016
Alaska,Bernie Sanders,16,Democrat,2016
Alaska,Hillary Clinton,3,Democrat,2016
Alaska,Bernie Sanders,12,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,15,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,12,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,6,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Bernie Sanders,7,Democrat,2016
Alaska,Hillary Clinton,0,Democrat,2016
Alaska,Bernie Sanders,8,Democrat,2016
Alaska,Hillary Clinton,2,Democrat,2016
Alaska,Ben Carson,26,Republican,2016
Alaska,Donald Trump,134,Republican,2016
Alaska,John Kasich,12,Republican,2016
Alaska,Marco Rubio,62,Republican,2016
Alaska,Ted Cruz,151,Republican,2016
Alaska,Ben Carson,80,Republican,2016
Alaska,Donald Trump,358,Republican,2016
Alaska,John Kasich,18,Republican,2016
Alaska,Marco Rubio,83,Republican,2016
Alaska,Ted Cruz,283,Republican,2016
Alaska,Ben Carson,131,Republican,2016
Alaska,Donald Trump,323,Republican,2016
Alaska,John Kasich,37,Republican,2016
Alaska,Marco Rubio,118,Republican,2016
Alaska,Ted Cruz,455,Republican,2016
Alaska,Ben Carson,144,Republican,2016
Alaska,Donald Trump,315,Republican,2016
Alaska,John Kasich,44,Republican,2016
Alaska,Marco Rubio,142,Republican,2016
Alaska,Ted Cruz,410,Republican,2016
Alaska,Ben Carson,67,Republican,2016
Alaska,Donald Trump,154,Republican,2016
Alaska,John Kasich,10,Republican,2016
Alaska,Marco Rubio,92,Republican,2016
Alaska,Ted Cruz,216,Republican,2016
Alaska,Ben Carson,134,Republican,2016
Alaska,Donald Trump,327,Republican,2016
Alaska,John Kasich,41,Republican,2016
Alaska,Marco Rubio,215,Republican,2016
Alaska,Ted Cruz,397,Republican,2016
Alaska,Ben Carson,31,Republican,2016
Alaska,Donald Trump,71,Republican,2016
Alaska,John Kasich,7,Republican,2016
Alaska,Marco Rubio,34,Republican,2016
Alaska,Ted Cruz,108,Republican,2016
Alaska,Ben Carson,44,Republican,2016
Alaska,Donald Trump,139,Republican,2016
Alaska,John Kasich,22,Republican,2016
Alaska,Marco Rubio,66,Republican,2016
Alaska,Ted Cruz,155,Republican,2016
Alaska,Ben Carson,9,Republican,2016
Alaska,Donald Trump,112,Republican,2016
Alaska,John Kasich,25,Republican,2016
Alaska,Marco Rubio,60,Republican,2016
Alaska,Ted Cruz,102,Republican,2016
Alaska,Ben Carson,17,Republican,2016
Alaska,Donald Trump,126,Republican,2016
Alaska,John Kasich,25,Republican,2016
Alaska,Marco Rubio,69,Republican,2016
Alaska,Ted Cruz,108,Republican,2016
Alaska,Ben Carson,10,Republican,2016
Alaska,Donald Trump,48,Republican,2016
Alaska,John Kasich,8,Republican,2016
Alaska,Marco Rubio,19,Republican,2016
Alaska,Ted Cruz,42,Republican,2016
Alaska,Ben Carson,22,Republican,2016
Alaska,Donald Trump,90,Republican,2016
Alaska,John Kasich,7,Republican,2016
Alaska,Marco Rubio,31,Republican,2016
Alaska,Ted Cruz,103,Republican,2016
Alaska,Ben Carson,16,Republican,2016
Alaska,Donald Trump,57,Republican,2016
Alaska,John Kasich,24,Republican,2016
Alaska,Marco Rubio,54,Republican,2016
Alaska,Ted Cruz,60,Republican,2016
Alaska,Ben Carson,38,Republican,2016
Alaska,Donald Trump,154,Republican,2016
Alaska,John Kasich,28,Republican,2016
Alaska,Marco Rubio,106,Republican,2016
Alaska,Ted Cruz,142,Republican,2016
Alaska,Ben Carson,52,Republican,2016
Alaska,Donald Trump,233,Republican,2016
Alaska,John Kasich,33,Republican,2016
Alaska,Marco Rubio,126,Republican,2016
Alaska,Ted Cruz,187,Republican,2016
Alaska,Ben Carson,33,Republican,2016
Alaska,Donald Trump,116,Republican,2016
Alaska,John Kasich,16,Republican,2016
Alaska,Marco Rubio,33,Republican,2016
Alaska,Ted Cruz,105,Republican,2016
Alaska,Ben Carson,57,Republican,2016
Alaska,Donald Trump,184,Republican,2016
Alaska,John Kasich,32,Republican,2016
Alaska,Marco Rubio,143,Republican,2016
Alaska,Ted Cruz,195,Republican,2016
Alaska,Ben Carson,33,Republican,2016
Alaska,Donald Trump,161,Republican,2016
Alaska,John Kasich,20,Republican,2016
Alaska,Marco Rubio,87,Republican,2016
Alaska,Ted Cruz,171,Republican,2016
Alaska,Ben Carson,77,Republican,2016
Alaska,Donald Trump,200,Republican,2016
Alaska,John Kasich,41,Republican,2016
Alaska,Marco Rubio,141,Republican,2016
Alaska,Ted Cruz,244,Republican,2016
Alaska,Ben Carson,58,Republican,2016
Alaska,Donald Trump,182,Republican,2016
Alaska,John Kasich,24,Republican,2016
Alaska,Marco Rubio,105,Republican,2016
Alaska,Ted Cruz,265,Republican,2016
Alaska,Ben Carson,113,Republican,2016
Alaska,Donald Trump,302,Republican,2016
Alaska,John Kasich,56,Republican,2016
Alaska,Marco Rubio,167,Republican,2016
Alaska,Ted Cruz,274,Republican,2016
Alaska,Ben Carson,119,Republican,2016
Alaska,Donald Trump,392,Republican,2016
Alaska,John Kasich,35,Republican,2016
Alaska,Marco Rubio,105,Republican,2016
Alaska,Ted Cruz,406,Republican,2016
Alaska,Ben Carson,53,Republican,2016
Alaska,Donald Trump,147,Republican,2016
Alaska,John Kasich,15,Republican,2016
Alaska,Marco Rubio,64,Republican,2016
Alaska,Ted Cruz,262,Republican,2016
Alaska,Ben Carson,101,Republican,2016
Alaska,Donald Trump,369,Republican,2016
Alaska,John Kasich,27,Republican,2016
Alaska,Marco Rubio,115,Republican,2016
Alaska,Ted Cruz,375,Republican,2016
Alaska,Ben Carson,122,Republican,2016
Alaska,Donald Trump,364,Republican,2016
Alaska,John Kasich,27,Republican,2016
Alaska,Marco Rubio,100,Republican,2016
Alaska,Ted Cruz,382,Republican,2016
Alaska,Ben Carson,77,Republican,2016
Alaska,Donald Trump,152,Republican,2016
Alaska,John Kasich,22,Republican,2016
Alaska,Marco Rubio,61,Republican,2016
Alaska,Ted Cruz,115,Republican,2016
Alaska,Ben Carson,41,Republican,2016
Alaska,Donald Trump,85,Republican,2016
Alaska,John Kasich,47,Republican,2016
Alaska,Marco Rubio,66,Republican,2016
Alaska,Ted Cruz,88,Republican,2016
Alaska,Ben Carson,45,Republican,2016
Alaska,Donald Trump,131,Republican,2016
Alaska,John Kasich,15,Republican,2016
Alaska,Marco Rubio,90,Republican,2016
Alaska,Ted Cruz,152,Republican,2016
Alaska,Ben Carson,28,Republican,2016
Alaska,Donald Trump,99,Republican,2016
Alaska,John Kasich,16,Republican,2016
Alaska,Marco Rubio,54,Republican,2016
Alaska,Ted Cruz,76,Republican,2016
Alaska,Ben Carson,68,Republican,2016
Alaska,Donald Trump,246,Republican,2016
Alaska,John Kasich,42,Republican,2016
Alaska,Marco Rubio,156,Republican,2016
Alaska,Ted Cruz,142,Republican,2016
Alaska,Ben Carson,18,Republican,2016
Alaska,Donald Trump,37,Republican,2016
Alaska,John Kasich,3,Republican,2016
Alaska,Marco Rubio,10,Republican,2016
Alaska,Ted Cruz,41,Republican,2016
Alaska,Ben Carson,17,Republican,2016
Alaska,Donald Trump,4,Republican,2016
Alaska,John Kasich,5,Republican,2016
Alaska,Marco Rubio,6,Republican,2016
Alaska,Ted Cruz,9,Republican,2016
Alaska,Ben Carson,8,Republican,2016
Alaska,Donald Trump,44,Republican,2016
Alaska,John Kasich,4,Republican,2016
Alaska,Marco Rubio,14,Republican,2016
Alaska,Ted Cruz,23,Republican,2016
Alaska,Ben Carson,61,Republican,2016
Alaska,Donald Trump,154,Republican,2016
Alaska,John Kasich,26,Republican,2016
Alaska,Marco Rubio,98,Republican,2016
Alaska,Ted Cruz,279,Republican,2016
Alaska,Ben Carson,1,Republican,2016
Alaska,Donald Trump,9,Republican,2016
Alaska,John Kasich,0,Republican,2016
Alaska,Marco Rubio,5,Republican,2016
Alaska,Ted Cruz,6,Republican,2016
Alaska,Ben Carson,36,Republican,2016
Alaska,Donald Trump,128,Republican,2016
Alaska,John Kasich,23,Republican,2016
Alaska,Marco Rubio,81,Republican,2016
Alaska,Ted Cruz,191,Republican,2016
Alaska,Ben Carson,55,Republican,2016
Alaska,Donald Trump,111,Republican,2016
Alaska,John Kasich,7,Republican,2016
Alaska,Marco Rubio,45,Republican,2016
Alaska,Ted Cruz,138,Republican,2016
Alaska,Ben Carson,97,Republican,2016
Alaska,Donald Trump,304,Republican,2016
Alaska,John Kasich,9,Republican,2016
Alaska,Marco Rubio,87,Republican,2016
Alaska,Ted Cruz,291,Republican,2016
Alaska,Ben Carson,90,Republican,2016
Alaska,Donald Trump,464,Republican,2016
Alaska,John Kasich,20,Republican,2016
Alaska,Marco Rubio,79,Republican,2016
Alaska,Ted Cruz,405,Republican,2016
Alaska,Ben Carson,172,Republican,2016
Alaska,Donald Trump,320,Republican,2016
Alaska,John Kasich,19,Republican,2016
Alaska,Marco Rubio,129,Republican,2016
Alaska,Ted Cruz,419,Republican,2016
Arizona,Bernie Sanders,1933,Democrat,2016
Arizona,Hillary Clinton,4450,Democrat,2016
Arizona,Bernie Sanders,3265,Democrat,2016
Arizona,Hillary Clinton,4654,Democrat,2016
Arizona,Bernie Sanders,6941,Democrat,2016
Arizona,Hillary Clinton,5738,Democrat,2016
Arizona,Bernie Sanders,1305,Democrat,2016
Arizona,Hillary Clinton,2196,Democrat,2016
Arizona,Bernie Sanders,851,Democrat,2016
Arizona,Hillary Clinton,937,Democrat,2016
Arizona,Bernie Sanders,325,Democrat,2016
Arizona,Hillary Clinton,497,Democrat,2016
Arizona,Bernie Sanders,259,Democrat,2016
Arizona,Hillary Clinton,309,Democrat,2016
Arizona,Bernie Sanders,86942,Democrat,2016
Arizona,Hillary Clinton,126988,Democrat,2016
Arizona,Bernie Sanders,2847,Democrat,2016
Arizona,Hillary Clinton,4170,Democrat,2016
Arizona,Bernie Sanders,2621,Democrat,2016
Arizona,Hillary Clinton,4415,Democrat,2016
Arizona,Bernie Sanders,40228,Democrat,2016
Arizona,Hillary Clinton,56317,Democrat,2016
Arizona,Bernie Sanders,5414,Democrat,2016
Arizona,Hillary Clinton,9771,Democrat,2016
Arizona,Bernie Sanders,1205,Democrat,2016
Arizona,Hillary Clinton,2496,Democrat,2016
Arizona,Bernie Sanders,7108,Democrat,2016
Arizona,Hillary Clinton,8401,Democrat,2016
Arizona,Bernie Sanders,2156,Democrat,2016
Arizona,Hillary Clinton,4358,Democrat,2016
Arizona,Donald Trump,1088,Republican,2016
Arizona,John Kasich,133,Republican,2016
Arizona,Ted Cruz,938,Republican,2016
Arizona,Donald Trump,6339,Republican,2016
Arizona,John Kasich,876,Republican,2016
Arizona,Ted Cruz,3736,Republican,2016
Arizona,Donald Trump,3324,Republican,2016
Arizona,John Kasich,742,Republican,2016
Arizona,Ted Cruz,2843,Republican,2016
Arizona,Donald Trump,3065,Republican,2016
Arizona,John Kasich,353,Republican,2016
Arizona,Ted Cruz,1334,Republican,2016
Arizona,Donald Trump,1501,Republican,2016
Arizona,John Kasich,202,Republican,2016
Arizona,Ted Cruz,1606,Republican,2016
Arizona,Donald Trump,282,Republican,2016
Arizona,John Kasich,24,Republican,2016
Arizona,Ted Cruz,237,Republican,2016
Arizona,Donald Trump,940,Republican,2016
Arizona,John Kasich,61,Republican,2016
Arizona,Ted Cruz,242,Republican,2016
Arizona,Donald Trump,144522,Republican,2016
Arizona,John Kasich,33803,Republican,2016
Arizona,Ted Cruz,72216,Republican,2016
Arizona,Donald Trump,14154,Republican,2016
Arizona,John Kasich,1023,Republican,2016
Arizona,Ted Cruz,4744,Republican,2016
Arizona,Donald Trump,3558,Republican,2016
Arizona,John Kasich,441,Republican,2016
Arizona,Ted Cruz,3481,Republican,2016
Arizona,Donald Trump,36804,Republican,2016
Arizona,John Kasich,9854,Republican,2016
Arizona,Ted Cruz,23137,Republican,2016
Arizona,Donald Trump,12182,Republican,2016
Arizona,John Kasich,1567,Republican,2016
Arizona,Ted Cruz,4079,Republican,2016
Arizona,Donald Trump,762,Republican,2016
Arizona,John Kasich,180,Republican,2016
Arizona,Ted Cruz,451,Republican,2016
Arizona,Donald Trump,17005,Republican,2016
Arizona,John Kasich,3259,Republican,2016
Arizona,Ted Cruz,10547,Republican,2016
Arizona,Donald Trump,4390,Republican,2016
Arizona,John Kasich,522,Republican,2016
Arizona,Ted Cruz,2556,Republican,2016
Arkansas,Bernie Sanders,132,Democrat,2016
Arkansas,Hillary Clinton,724,Democrat,2016
Arkansas,Bernie Sanders,980,Democrat,2016
Arkansas,Hillary Clinton,1375,Democrat,2016
Arkansas,Bernie Sanders,807,Democrat,2016
Arkansas,Hillary Clinton,1391,Democrat,2016
Arkansas,Bernie Sanders,4696,Democrat,2016
Arkansas,Hillary Clinton,5650,Democrat,2016
Arkansas,Bernie Sanders,469,Democrat,2016
Arkansas,Hillary Clinton,721,Democrat,2016
Arkansas,Bernie Sanders,106,Democrat,2016
Arkansas,Hillary Clinton,593,Democrat,2016
Arkansas,Bernie Sanders,312,Democrat,2016
Arkansas,Hillary Clinton,413,Democrat,2016
Arkansas,Bernie Sanders,0,Democrat,2016
Arkansas,Hillary Clinton,0,Democrat,2016
Arkansas,Bernie Sanders,247,Democrat,2016
Arkansas,Hillary Clinton,1370,Democrat,2016
Arkansas,Bernie Sanders,494,Democrat,2016
Arkansas,Hillary Clinton,1650,Democrat,2016
Arkansas,Bernie Sanders,656,Democrat,2016
Arkansas,Hillary Clinton,960,Democrat,2016
Arkansas,Bernie Sanders,316,Democrat,2016
Arkansas,Hillary Clinton,758,Democrat,2016
Arkansas,Bernie Sanders,137,Democrat,2016
Arkansas,Hillary Clinton,382,Democrat,2016
Arkansas,Bernie Sanders,306,Democrat,2016
Arkansas,Hillary Clinton,1008,Democrat,2016
Arkansas,Bernie Sanders,840,Democrat,2016
Arkansas,Hillary Clinton,1755,Democrat,2016
Arkansas,Bernie Sanders,1862,Democrat,2016
Arkansas,Hillary Clinton,3543,Democrat,2016
Arkansas,Bernie Sanders,874,Democrat,2016
Arkansas,Hillary Clinton,1586,Democrat,2016
Arkansas,Bernie Sanders,722,Democrat,2016
Arkansas,Hillary Clinton,3379,Democrat,2016
Arkansas,Bernie Sanders,228,Democrat,2016
Arkansas,Hillary Clinton,780,Democrat,2016
Arkansas,Bernie Sanders,361,Democrat,2016
Arkansas,Hillary Clinton,693,Democrat,2016
Arkansas,Bernie Sanders,449,Democrat,2016
Arkansas,Hillary Clinton,1342,Democrat,2016
Arkansas,Bernie Sanders,475,Democrat,2016
Arkansas,Hillary Clinton,1250,Democrat,2016
Arkansas,Bernie Sanders,2774,Democrat,2016
Arkansas,Hillary Clinton,4077,Democrat,2016
Arkansas,Bernie Sanders,294,Democrat,2016
Arkansas,Hillary Clinton,667,Democrat,2016
